wavelength,n,k
752.9932,1.4998976,4.71E-007
754.5834,1.4998584,4.74E-007
756.1735,1.4998195,4.76E-007
757.76355,1.499781,4.78E-007
759.3536,1.4997427,4.81E-007
760.9435,1.4997048,4.83E-007
762.53326,1.4996673,4.85E-007
764.123,1.4996301,4.88E-007
765.7127,1.4995931,4.90E-007
767.3023,1.4995564,4.92E-007
768.8918,1.4995202,4.95E-007
770.48126,1.4994842,4.97E-007
772.0706,1.4994484,5.00E-007
773.6599,1.499413,5.02E-007
775.24915,1.499378,5.05E-007
776.83826,1.4993432,5.07E-007
778.4273,1.4993086,5.10E-007
780.0163,1.4992744,5.12E-007
781.60516,1.4992405,5.15E-007
783.194,1.4992069,5.17E-007
784.7828,1.4991735,5.20E-007
786.3714,1.4991404,5.22E-007
787.95996,1.4991076,5.25E-007
789.54846,1.4990752,5.27E-007
791.13684,1.4990429,5.30E-007
792.7252,1.4990109,5.32E-007
794.3135,1.4989793,5.35E-007
795.9016,1.4989479,5.37E-007
797.4897,1.4989167,5.40E-007
799.0777,1.4988859,5.42E-007
800.66565,1.4988552,5.45E-007
802.2534,1.4988248,5.47E-007
803.8412,1.4987948,5.50E-007
805.42883,1.498765,5.53E-007
807.0164,1.4987354,5.55E-007
808.6039,1.4987061,5.58E-007
810.1913,1.498677,5.60E-007
811.7786,1.4986482,5.63E-007
813.36584,1.4986196,5.65E-007
814.953,1.4985912,5.68E-007
816.54004,1.4985632,5.70E-007
818.127,1.4985353,5.73E-007
819.71387,1.4985076,5.76E-007
821.30066,1.4984803,5.78E-007
822.8874,1.4984531,5.81E-007
824.474,1.4984262,5.83E-007
826.06055,1.4983996,5.86E-007
827.647,1.4983732,5.88E-007
829.2333,1.4983469,5.91E-007
830.8195,1.4983208,5.93E-007
832.40564,1.4982951,5.96E-007
833.9918,1.4982696,5.99E-007
835.57776,1.4982442,6.01E-007
837.1636,1.498219,6.04E-007
838.7494,1.4981941,6.06E-007
840.3351,1.4981694,6.09E-007
841.9207,1.498145,6.11E-007
843.5062,1.4981207,6.14E-007
845.0916,1.4980966,6.16E-007
846.67694,1.4980727,6.19E-007
848.2622,1.4980491,6.21E-007
849.8473,1.4980257,6.24E-007
851.4323,1.4980024,6.26E-007
853.0173,1.4979793,6.29E-007
854.6022,1.4979564,6.31E-007
856.1868,1.4979337,6.34E-007
857.7715,1.4979113,6.36E-007
859.3561,1.497889,6.39E-007
860.94055,1.497867,6.41E-007
862.5249,1.497845,6.44E-007
864.1091,1.4978234,6.46E-007
865.69324,1.4978018,6.48E-007
867.27734,1.4977804,6.51E-007
868.8613,1.4977593,6.53E-007
870.4451,1.4977384,6.56E-007
872.02893,1.4977175,6.58E-007
873.6126,1.4976969,6.60E-007
875.1961,1.4976764,6.63E-007
876.7796,1.4976561,6.65E-007
878.3629,1.497636,6.68E-007
879.94617,1.4976159,6.70E-007
881.5293,1.4975961,6.72E-007
883.1123,1.4975765,6.75E-007
884.6953,1.497557,6.77E-007
886.27814,1.4975377,6.79E-007
887.86084,1.4975185,6.82E-007
889.4435,1.4974995,6.84E-007
891.026,1.4974806,6.86E-007
892.6084,1.4974619,6.89E-007
894.19073,1.4974433,6.91E-007
895.77295,1.4974248,6.93E-007
897.3551,1.4974065,6.96E-007
898.937,1.4973884,6.98E-007
900.5189,1.4973704,7.00E-007
902.1007,1.4973524,7.02E-007
903.6823,1.4973346,7.05E-007
905.264,1.497317,7.07E-007
906.8454,1.4972996,7.09E-007
908.42676,1.4972821,7.11E-007
910.00793,1.4972649,7.13E-007
911.58905,1.4972478,7.16E-007
913.1701,1.4972308,7.18E-007
914.751,1.4972138,7.20E-007
916.3317,1.4971972,7.22E-007
917.9125,1.4971805,7.24E-007
919.49304,1.4971639,7.27E-007
921.07355,1.4971476,7.29E-007
922.6538,1.4971312,7.31E-007
924.2341,1.497115,7.33E-007
925.81415,1.497099,7.35E-007
927.3942,1.4970831,7.37E-007
928.9741,1.4970672,7.39E-007
930.5539,1.4970514,7.41E-007
932.1335,1.4970357,7.43E-007
933.7131,1.4970202,7.45E-007
935.2925,1.4970047,7.48E-007
936.8719,1.4969894,7.50E-007
938.45105,1.4969741,7.52E-007
940.0301,1.496959,7.54E-007
941.6091,1.4969438,7.56E-007
943.188,1.4969288,7.58E-007
944.7667,1.4969139,7.60E-007
946.34534,1.496899,7.62E-007
947.9238,1.4968842,7.64E-007
949.50214,1.4968694,7.66E-007
951.08044,1.4968548,7.67E-007
952.65857,1.4968402,7.69E-007
954.23663,1.4968257,7.71E-007
955.8146,1.4968113,7.73E-007
957.3923,1.4967968,7.75E-007
958.9699,1.4967825,7.77E-007
960.5475,1.4967682,7.79E-007
962.1249,1.496754,7.81E-007
963.7023,1.4967399,7.83E-007
965.2794,1.4967257,7.85E-007
966.85645,1.4967116,7.86E-007
968.4334,1.4966975,7.88E-007
970.01013,1.4966836,7.90E-007
971.5868,1.4966695,7.92E-007
973.1634,1.4966557,7.94E-007
974.73987,1.4966418,7.96E-007
976.3161,1.4966279,7.97E-007
977.8923,1.4966141,7.99E-007
979.4684,1.4966003,8.01E-007
981.0443,1.4965866,8.03E-007
982.6201,1.4965729,8.04E-007
984.1958,1.4965591,8.06E-007
985.77136,1.4965454,8.08E-007
987.3468,1.4965318,8.10E-007
988.92206,1.4965181,8.11E-007
990.49725,1.4965045,8.13E-007
992.07227,1.496491,8.15E-007
993.64716,1.4964774,8.16E-007
995.222,1.4964638,8.18E-007
996.7967,1.4964503,8.20E-007
998.3712,1.4964367,8.21E-007
999.9455,1.4964232,8.23E-007
1011.69275,1.4963225,8.35E-007
1015.112,1.4962932,8.38E-007
1018.53125,1.4962639,8.42E-007
1021.9505,1.4962345,8.45E-007
1025.3698,1.4962051,8.48E-007
1028.789,1.4961756,8.51E-007
1032.2083,1.4961461,8.54E-007
1035.6274,1.4961165,8.57E-007
1039.0466,1.4960868,8.61E-007
1042.466,1.496057,8.64E-007
1045.8853,1.4960271,8.66E-007
1049.3044,1.4959972,8.69E-007
1052.7238,1.495967,8.72E-007
1056.1431,1.4959368,8.75E-007
1059.5623,1.4959064,8.78E-007
1062.9817,1.4958758,8.81E-007
1066.401,1.4958451,8.83E-007
1069.8203,1.4958142,8.86E-007
1073.2396,1.4957832,8.89E-007
1076.6589,1.495752,8.91E-007
1080.0784,1.4957206,8.94E-007
1083.4978,1.495689,8.96E-007
1086.9172,1.4956573,8.99E-007
1090.3368,1.4956254,9.01E-007
1093.7562,1.4955932,9.03E-007
1097.1758,1.4955609,9.06E-007
1100.5955,1.4955283,9.08E-007
1104.015,1.4954956,9.10E-007
1107.4347,1.4954627,9.12E-007
1110.8542,1.4954295,9.15E-007
1114.274,1.4953961,9.17E-007
1117.6937,1.4953626,9.19E-007
1121.1135,1.4953289,9.21E-007
1124.5334,1.4952949,9.23E-007
1127.9534,1.4952608,9.25E-007
1131.3733,1.4952265,9.27E-007
1134.7932,1.4951919,9.29E-007
1138.2133,1.4951571,9.31E-007
1141.6334,1.4951222,9.33E-007
1145.0535,1.495087,9.34E-007
1148.4738,1.4950517,9.36E-007
1151.894,1.4950162,9.38E-007
1155.3143,1.4949805,9.40E-007
1158.7347,1.4949446,9.41E-007
1162.1552,1.4949085,9.43E-007
1165.5757,1.4948721,9.44E-007
1168.9963,1.4948356,9.46E-007
1172.4169,1.4947989,9.48E-007
1175.8376,1.494762,9.49E-007
1179.2584,1.4947249,9.51E-007
1182.6793,1.4946877,9.52E-007
1186.1002,1.4946501,9.53E-007
1189.5212,1.4946126,9.55E-007
1192.9423,1.4945747,9.56E-007
1196.3635,1.4945366,9.58E-007
1199.7848,1.4944985,9.59E-007
1203.206,1.4944601,9.60E-007
1206.6276,1.4944216,9.61E-007
1210.0491,1.4943829,9.63E-007
1213.4706,1.494344,9.64E-007
1216.8923,1.494305,9.65E-007
1220.3141,1.4942659,9.66E-007
1223.736,1.4942267,9.67E-007
1227.158,1.4941872,9.68E-007
1230.58,1.4941478,9.69E-007
1234.0022,1.4941081,9.71E-007
1237.4244,1.4940684,9.72E-007
1240.8468,1.4940286,9.73E-007
1244.2693,1.4939886,9.74E-007
1247.6918,1.4939486,9.74E-007
1251.1145,1.4939085,9.75E-007
1254.5374,1.4938684,9.76E-007
1257.9602,1.493828,9.77E-007
1261.3832,1.4937878,9.78E-007
1264.8064,1.4937475,9.79E-007
1268.2296,1.493707,9.80E-007
1271.653,1.4936665,9.81E-007
1275.0764,1.493626,9.81E-007
1278.5,1.4935855,9.82E-007
1281.9237,1.4935448,9.83E-007
1285.3475,1.4935042,9.84E-007
1288.7715,1.4934635,9.85E-007
1292.1956,1.4934227,9.85E-007
1295.6199,1.4933821,9.86E-007
1299.0442,1.4933413,9.87E-007
1302.4686,1.4933006,9.87E-007
1305.8933,1.4932598,9.88E-007
1309.3181,1.493219,9.89E-007
1312.7429,1.4931782,9.89E-007
1316.168,1.4931375,9.90E-007
1319.5931,1.4930967,9.90E-007
1323.0184,1.4930559,9.91E-007
1326.444,1.4930153,9.92E-007
1329.8695,1.4929745,9.92E-007
1333.2953,1.4929338,9.93E-007
1336.7212,1.4928931,9.93E-007
1340.1472,1.4928524,9.94E-007
1343.5735,1.4928118,9.94E-007
1346.9999,1.4927711,9.95E-007
1350.4264,1.4927306,9.95E-007
1353.853,1.4926901,9.96E-007
1357.2799,1.4926496,9.96E-007
1360.7068,1.4926091,9.97E-007
1364.134,1.4925687,9.97E-007
1367.5613,1.4925283,9.97E-007
1370.9889,1.492488,9.98E-007
1374.4165,1.4924477,9.98E-007
1377.8444,1.4924076,9.99E-007
1381.2723,1.4923674,9.99E-007
1384.7004,1.4923273,9.99E-007
1388.1289,1.4922873,1.00E-006
1391.5574,1.4922473,1.00E-006
1394.9861,1.4922075,1.00E-006
1398.4149,1.4921677,1.00E-006
1401.844,1.492128,1.00E-006
1405.2732,1.4920883,1.00E-006
1408.7028,1.4920487,1.00E-006
1412.1323,1.4920093,1.00E-006
1415.5621,1.4919698,1.00E-006
1418.9921,1.4919305,1.00E-006
1422.4222,1.4918913,1.00E-006
1425.8527,1.491852,1.00E-006
1429.2832,1.491813,1.00E-006
1432.7141,1.491774,1.00E-006
1436.145,1.4917351,1.00E-006
1439.5762,1.4916962,1.00E-006
1443.0076,1.4916576,1.00E-006
1446.4391,1.491619,1.01E-006
1449.8708,1.4915805,1.01E-006
1453.3029,1.491542,1.01E-006
1456.7351,1.4915037,1.01E-006
1460.1675,1.4914654,1.01E-006
1463.6001,1.4914273,1.01E-006
1467.033,1.4913893,1.01E-006
1470.466,1.4913514,1.01E-006
1473.8992,1.4913136,1.01E-006
1477.3328,1.4912759,1.01E-006
1480.7664,1.4912384,1.01E-006
1484.2003,1.4912008,1.01E-006
1487.6345,1.4911634,1.01E-006
1491.0688,1.4911262,1.01E-006
1494.5034,1.491089,1.01E-006
1497.9382,1.4910519,1.01E-006
